#    L    TT             EE             BB             TE          
   397    0.25395E+04    0.31451E+02    0.61924E-01   -0.64166E+01
   398    0.25340E+04    0.31420E+02    0.62106E-01   -0.91472E+01
   399    0.25290E+04    0.31383E+02    0.62289E-01   -0.11861E+02
   400    0.25246E+04    0.31341E+02    0.62473E-01   -0.14558E+02
   401    0.25207E+04    0.31292E+02    0.62659E-01   -0.17236E+02
   402    0.25174E+04    0.31239E+02    0.62846E-01   -0.19894E+02
   403    0.25147E+04    0.31179E+02    0.63034E-01   -0.22531E+02
   404    0.25126E+04    0.31114E+02    0.63223E-01   -0.25145E+02
   405    0.25110E+04    0.31044E+02    0.63413E-01   -0.27736E+02
   406    0.25099E+04    0.30967E+02    0.63605E-01   -0.30303E+02
   407    0.25094E+04    0.30885E+02    0.63798E-01   -0.32844E+02
   408    0.25094E+04    0.30798E+02    0.63992E-01   -0.35357E+02
   409    0.25100E+04    0.30704E+02    0.64188E-01   -0.37843E+02
   410    0.25112E+04    0.30605E+02    0.64385E-01   -0.40299E+02
   411    0.25128E+04    0.30500E+02    0.64583E-01   -0.42725E+02
   412    0.25150E+04    0.30390E+02    0.64783E-01   -0.45120E+02
   413    0.25177E+04    0.30274E+02    0.64984E-01   -0.47483E+02
   414    0.25210E+04    0.30153E+02    0.65186E-01   -0.49813E+02
   415    0.25247E+04    0.30026E+02    0.65390E-01   -0.52111E+02
   416    0.25289E+04    0.29894E+02    0.65595E-01   -0.54376E+02
   417    0.25336E+04    0.29757E+02    0.65802E-01   -0.56606E+02
   418    0.25387E+04    0.29615E+02    0.66010E-01   -0.58802E+02
   419    0.25443E+04    0.29468E+02    0.66220E-01   -0.60963E+02
   420    0.25504E+04    0.29317E+02    0.66431E-01   -0.63087E+02
   421    0.25568E+04    0.29160E+02    0.66644E-01   -0.65176E+02
   422    0.25638E+04    0.29000E+02    0.66858E-01   -0.67227E+02
   423    0.25711E+04    0.28834E+02    0.67074E-01   -0.69241E+02
   424    0.25788E+04    0.28664E+02    0.67291E-01   -0.71217E+02
   425    0.25869E+04    0.28491E+02    0.67509E-01   -0.73154E+02
   426    0.25955E+04    0.28312E+02    0.67729E-01   -0.75052E+02
   427    0.26043E+04    0.28130E+02    0.67951E-01   -0.76910E+02
   428    0.26136E+04    0.27944E+02    0.68174E-01   -0.78727E+02
   429    0.26232E+04    0.27754E+02    0.68398E-01   -0.80504E+02
   430    0.26332E+04    0.27560E+02    0.68624E-01   -0.82238E+02
   431    0.26434E+04    0.27363E+02    0.68852E-01   -0.83931E+02
   432    0.26541E+04    0.27162E+02    0.69081E-01   -0.85581E+02
   433    0.26650E+04    0.26958E+02    0.69312E-01   -0.87187E+02
   434    0.26762E+04    0.26750E+02    0.69544E-01   -0.88749E+02
   435    0.26877E+04    0.26539E+02    0.69777E-01   -0.90267E+02
   436    0.26995E+04    0.26325E+02    0.70012E-01   -0.91739E+02
   437    0.27116E+04    0.26108E+02    0.70249E-01   -0.93166E+02
   438    0.27240E+04    0.25888E+02    0.70487E-01   -0.94546E+02
   439    0.27366E+04    0.25665E+02    0.70727E-01   -0.95879E+02
   440    0.27494E+04    0.25440E+02    0.70968E-01   -0.97165E+02
   441    0.27625E+04    0.25212E+02    0.71210E-01   -0.98403E+02
   442    0.27758E+04    0.24981E+02    0.71454E-01   -0.99592E+02
   443    0.27894E+04    0.24748E+02    0.71700E-01   -0.10073E+03
   444    0.28031E+04    0.24513E+02    0.71946E-01   -0.10182E+03
   445    0.28170E+04    0.24275E+02    0.72195E-01   -0.10286E+03
   446    0.28311E+04    0.24035E+02    0.72445E-01   -0.10385E+03
   447    0.28454E+04    0.23794E+02    0.72696E-01   -0.10478E+03
   448    0.28598E+04    0.23550E+02    0.72948E-01   -0.10567E+03
   449    0.28744E+04    0.23305E+02    0.73202E-01   -0.10650E+03
   450    0.28892E+04    0.23058E+02    0.73457E-01   -0.10728E+03
   451    0.29041E+04    0.22809E+02    0.73714E-01   -0.10800E+03
   452    0.29191E+04    0.22559E+02    0.73972E-01   -0.10867E+03
   453    0.29342E+04    0.22307E+02    0.74231E-01   -0.10929E+03
   454    0.29494E+04    0.22055E+02    0.74492E-01   -0.10985E+03
   455    0.29647E+04    0.21801E+02    0.74754E-01   -0.11035E+03
   456    0.29802E+04    0.21546E+02    0.75017E-01   -0.11080E+03
   457    0.29957E+04    0.21290E+02    0.75282E-01   -0.11120E+03
   458    0.30112E+04    0.21034E+02    0.75547E-01   -0.11154E+03
   459    0.30268E+04    0.20777E+02    0.75814E-01   -0.11184E+03
   460    0.30425E+04    0.20520E+02    0.76082E-01   -0.11208E+03
   461    0.30582E+04    0.20263E+02    0.76351E-01   -0.11226E+03
   462    0.30740E+04    0.20005E+02    0.76622E-01   -0.11240E+03
   463    0.30898E+04    0.19748E+02    0.76893E-01   -0.11249E+03
   464    0.31056E+04    0.19491E+02    0.77165E-01   -0.11252E+03
   465    0.31214E+04    0.19234E+02    0.77439E-01   -0.11251E+03
   466    0.31371E+04    0.18978E+02    0.77713E-01   -0.11244E+03
   467    0.31529E+04    0.18723E+02    0.77989E-01   -0.11233E+03
   468    0.31687E+04    0.18468E+02    0.78265E-01   -0.11217E+03
   469    0.31844E+04    0.18215E+02    0.78543E-01   -0.11196E+03
   470    0.32001E+04    0.17962E+02    0.78821E-01   -0.11170E+03
   471    0.32158E+04    0.17711E+02    0.79100E-01   -0.11140E+03
   472    0.32314E+04    0.17461E+02    0.79380E-01   -0.11105E+03
   473    0.32469E+04    0.17213E+02    0.79661E-01   -0.11065E+03
   474    0.32623E+04    0.16967E+02    0.79942E-01   -0.11020E+03
   475    0.32777E+04    0.16722E+02    0.80224E-01   -0.10971E+03
   476    0.32930E+04    0.16479E+02    0.80507E-01   -0.10918E+03
   477    0.33081E+04    0.16239E+02    0.80791E-01   -0.10860E+03
   478    0.33232E+04    0.16001E+02    0.81075E-01   -0.10797E+03
   479    0.33381E+04    0.15765E+02    0.81360E-01   -0.10730E+03
   480    0.33529E+04    0.15532E+02    0.81645E-01   -0.10659E+03
   481    0.33676E+04    0.15302E+02    0.81931E-01   -0.10584E+03
   482    0.33821E+04    0.15074E+02    0.82217E-01   -0.10504E+03
   483    0.33964E+04    0.14850E+02    0.82503E-01   -0.10420E+03
   484    0.34106E+04    0.14629E+02    0.82790E-01   -0.10332E+03
   485    0.34247E+04    0.14411E+02    0.83077E-01   -0.10239E+03
   486    0.34385E+04    0.14197E+02    0.83365E-01   -0.10143E+03
   487    0.34521E+04    0.13986E+02    0.83653E-01   -0.10042E+03
   488    0.34656E+04    0.13779E+02    0.83941E-01   -0.99379E+02
   489    0.34788E+04    0.13576E+02    0.84229E-01   -0.98295E+02
   490    0.34918E+04    0.13377E+02    0.84517E-01   -0.97171E+02
   491    0.35046E+04    0.13182E+02    0.84805E-01   -0.96008E+02
   492    0.35171E+04    0.12992E+02    0.85094E-01   -0.94806E+02
   493    0.35294E+04    0.12806E+02    0.85382E-01   -0.93567E+02
   494    0.35414E+04    0.12625E+02    0.85671E-01   -0.92290E+02
   495    0.35532E+04    0.12449E+02    0.85959E-01   -0.90976E+02
   496    0.35647E+04    0.12277E+02    0.86247E-01   -0.89625E+02
   497    0.35759E+04    0.12110E+02    0.86535E-01   -0.88240E+02
   498    0.35868E+04    0.11949E+02    0.86822E-01   -0.86821E+02
   499    0.35975E+04    0.11792E+02    0.87110E-01   -0.85368E+02
   500    0.36079E+04    0.11641E+02    0.87397E-01   -0.83884E+02
   501    0.36180E+04    0.11495E+02    0.87684E-01   -0.82370E+02
   502    0.36279E+04    0.11354E+02    0.87970E-01   -0.80826E+02
   503    0.36374E+04    0.11219E+02    0.88256E-01   -0.79253E+02
   504    0.36467E+04    0.11089E+02    0.88541E-01   -0.77653E+02
   505    0.36557E+04    0.10965E+02    0.88826E-01   -0.76027E+02
   506    0.36643E+04    0.10846E+02    0.89111E-01   -0.74375E+02
   507    0.36727E+04    0.10733E+02    0.89395E-01   -0.72700E+02
   508    0.36808E+04    0.10626E+02    0.89678E-01   -0.71001E+02
   509    0.36886E+04    0.10524E+02    0.89960E-01   -0.69280E+02
   510    0.36961E+04    0.10429E+02    0.90242E-01   -0.67539E+02
   511    0.37033E+04    0.10339E+02    0.90523E-01   -0.65778E+02
   512    0.37102E+04    0.10255E+02    0.90803E-01   -0.63998E+02
   513    0.37168E+04    0.10178E+02    0.91082E-01   -0.62200E+02
   514    0.37231E+04    0.10106E+02    0.91361E-01   -0.60386E+02
   515    0.37290E+04    0.10041E+02    0.91638E-01   -0.58557E+02
   516    0.37347E+04    0.99826E+01    0.91915E-01   -0.56713E+02
   517    0.37400E+04    0.99303E+01    0.92190E-01   -0.54856E+02
   518    0.37450E+04    0.98844E+01    0.92465E-01   -0.52987E+02
   519    0.37497E+04    0.98451E+01    0.92738E-01   -0.51107E+02
   520    0.37541E+04    0.98124E+01    0.93011E-01   -0.49216E+02
   521    0.37582E+04    0.97864E+01    0.93282E-01   -0.47317E+02
   522    0.37619E+04    0.97672E+01    0.93552E-01   -0.45410E+02
   523    0.37653E+04    0.97548E+01    0.93820E-01   -0.43496E+02
   524    0.37684E+04    0.97493E+01    0.94088E-01   -0.41576E+02
   525    0.37711E+04    0.97508E+01    0.94354E-01   -0.39652E+02
   526    0.37735E+04    0.97594E+01    0.94619E-01   -0.37724E+02
   527    0.37755E+04    0.97751E+01    0.94882E-01   -0.35793E+02
   528    0.37773E+04    0.97979E+01    0.95144E-01   -0.33862E+02
   529    0.37786E+04    0.98281E+01    0.95405E-01   -0.31929E+02
   530    0.37797E+04    0.98656E+01    0.95664E-01   -0.29998E+02
   531    0.37803E+04    0.99106E+01    0.95921E-01   -0.28068E+02
   532    0.37807E+04    0.99630E+01    0.96177E-01   -0.26141E+02
   533    0.37806E+04    0.10023E+02    0.96432E-01   -0.24218E+02
   534    0.37803E+04    0.10091E+02    0.96685E-01   -0.22300E+02
   535    0.37795E+04    0.10166E+02    0.96936E-01   -0.20389E+02
   536    0.37784E+04    0.10249E+02    0.97185E-01   -0.18484E+02
   537    0.37770E+04    0.10340E+02    0.97433E-01   -0.16587E+02
   538    0.37752E+04    0.10439E+02    0.97679E-01   -0.14700E+02
   539    0.37730E+04    0.10546E+02    0.97923E-01   -0.12823E+02
   540    0.37705E+04    0.10660E+02    0.98166E-01   -0.10956E+02
   541    0.37677E+04    0.10782E+02    0.98406E-01   -0.91013E+01
   542    0.37645E+04    0.10911E+02    0.98645E-01   -0.72591E+01
   543    0.37609E+04    0.11048E+02    0.98882E-01   -0.54305E+01
   544    0.37571E+04    0.11192E+02    0.99117E-01   -0.36163E+01
   545    0.37529E+04    0.11343E+02    0.99350E-01   -0.18175E+01
   546    0.37484E+04    0.11502E+02    0.99581E-01   -0.34757E-01
   547    0.37436E+04    0.11668E+02    0.99810E-01    0.17309E+01
   548    0.37385E+04    0.11840E+02    0.10004E+00    0.34785E+01
   549    0.37331E+04    0.12020E+02    0.10026E+00    0.52073E+01
   550    0.37274E+04    0.12207E+02    0.10048E+00    0.69164E+01
   551    0.37214E+04    0.12401E+02    0.10070E+00    0.86049E+01
   552    0.37151E+04    0.12601E+02    0.10092E+00    0.10272E+02
   553    0.37085E+04    0.12808E+02    0.10114E+00    0.11916E+02
   554    0.37016E+04    0.13022E+02    0.10135E+00    0.13538E+02
   555    0.36945E+04    0.13242E+02    0.10157E+00    0.15135E+02
   556    0.36871E+04    0.13469E+02    0.10178E+00    0.16707E+02
   557    0.36794E+04    0.13703E+02    0.10198E+00    0.18253E+02
   558    0.36715E+04    0.13942E+02    0.10219E+00    0.19773E+02
   559    0.36633E+04    0.14188E+02    0.10239E+00    0.21265E+02
   560    0.36548E+04    0.14441E+02    0.10259E+00    0.22728E+02
   561    0.36461E+04    0.14699E+02    0.10279E+00    0.24162E+02
   562    0.36372E+04    0.14964E+02    0.10299E+00    0.25565E+02
   563    0.36280E+04    0.15234E+02    0.10318E+00    0.26937E+02
   564    0.36186E+04    0.15511E+02    0.10338E+00    0.28277E+02
   565    0.36090E+04    0.15793E+02    0.10356E+00    0.29585E+02
   566    0.35991E+04    0.16081E+02    0.10375E+00    0.30858E+02
   567    0.35890E+04    0.16375E+02    0.10394E+00    0.32096E+02
   568    0.35788E+04    0.16675E+02    0.10412E+00    0.33299E+02
   569    0.35683E+04    0.16980E+02    0.10430E+00    0.34466E+02
   570    0.35575E+04    0.17291E+02    0.10448E+00    0.35595E+02
   571    0.35466E+04    0.17608E+02    0.10465E+00    0.36686E+02
   572    0.35355E+04    0.17929E+02    0.10483E+00    0.37737E+02
   573    0.35242E+04    0.18256E+02    0.10500E+00    0.38749E+02
   574    0.35128E+04    0.18589E+02    0.10517E+00    0.39719E+02
   575    0.35011E+04    0.18926E+02    0.10533E+00    0.40648E+02
   576    0.34893E+04    0.19269E+02    0.10550E+00    0.41534E+02
   577    0.34773E+04    0.19617E+02    0.10566E+00    0.42377E+02
   578    0.34651E+04    0.19969E+02    0.10582E+00    0.43175E+02
   579    0.34527E+04    0.20327E+02    0.10597E+00    0.43927E+02
   580    0.34402E+04    0.20690E+02    0.10613E+00    0.44635E+02
   581    0.34276E+04    0.21057E+02    0.10628E+00    0.45297E+02
   582    0.34148E+04    0.21428E+02    0.10643E+00    0.45914E+02
   583    0.34019E+04    0.21804E+02    0.10658E+00    0.46485E+02
   584    0.33888E+04    0.22184E+02    0.10672E+00    0.47011E+02
   585    0.33757E+04    0.22568E+02    0.10687E+00    0.47491E+02
   586    0.33624E+04    0.22955E+02    0.10701E+00    0.47926E+02
   587    0.33490E+04    0.23346E+02    0.10715E+00    0.48316E+02
   588    0.33355E+04    0.23741E+02    0.10728E+00    0.48660E+02
   589    0.33219E+04    0.24139E+02    0.10742E+00    0.48959E+02
   590    0.33083E+04    0.24539E+02    0.10755E+00    0.49212E+02
   591    0.32945E+04    0.24943E+02    0.10768E+00    0.49420E+02
   592    0.32807E+04    0.25350E+02    0.10781E+00    0.49582E+02
   593    0.32669E+04    0.25758E+02    0.10794E+00    0.49699E+02
   594    0.32529E+04    0.26170E+02    0.10806E+00    0.49770E+02
   595    0.32389E+04    0.26583E+02    0.10818E+00    0.49796E+02
   596    0.32249E+04    0.26999E+02    0.10830E+00    0.49776E+02
   597    0.32109E+04    0.27417E+02    0.10842E+00    0.49711E+02
   598    0.31968E+04    0.27836E+02    0.10853E+00    0.49600E+02
   599    0.31827E+04    0.28257E+02    0.10865E+00    0.49444E+02
   600    0.31686E+04    0.28679E+02    0.10876E+00    0.49241E+02
   601    0.31544E+04    0.29102E+02    0.10887E+00    0.48993E+02
   602    0.31403E+04    0.29526E+02    0.10898E+00    0.48700E+02
   603    0.31262E+04    0.29952E+02    0.10908E+00    0.48361E+02
   604    0.31121E+04    0.30378E+02    0.10919E+00    0.47976E+02
   605    0.30980E+04    0.30804E+02    0.10929E+00    0.47545E+02
   606    0.30840E+04    0.31231E+02    0.10939E+00    0.47069E+02
   607    0.30699E+04    0.31658E+02    0.10949E+00    0.46546E+02
   608    0.30560E+04    0.32085E+02    0.10958E+00    0.45978E+02
   609    0.30420E+04    0.32512E+02    0.10968E+00    0.45364E+02
   610    0.30282E+04    0.32939E+02    0.10977E+00    0.44704E+02
   611    0.30144E+04    0.33365E+02    0.10987E+00    0.43999E+02
   612    0.30006E+04    0.33790E+02    0.10996E+00    0.43247E+02
   613    0.29870E+04    0.34215E+02    0.11004E+00    0.42449E+02
   614    0.29734E+04    0.34639E+02    0.11013E+00    0.41606E+02
   615    0.29599E+04    0.35061E+02    0.11022E+00    0.40716E+02
   616    0.29465E+04    0.35483E+02    0.11030E+00    0.39780E+02
   617    0.29333E+04    0.35902E+02    0.11038E+00    0.38798E+02
   618    0.29201E+04    0.36321E+02    0.11046E+00    0.37770E+02
   619    0.29071E+04    0.36737E+02    0.11054E+00    0.36695E+02
   620    0.28941E+04    0.37151E+02    0.11062E+00    0.35575E+02
   621    0.28813E+04    0.37564E+02    0.11070E+00    0.34408E+02
   622    0.28687E+04    0.37974E+02    0.11078E+00    0.33196E+02
   623    0.28562E+04    0.38381E+02    0.11085E+00    0.31939E+02
   624    0.28438E+04    0.38786E+02    0.11092E+00    0.30638E+02
   625    0.28316E+04    0.39189E+02    0.11100E+00    0.29295E+02
   626    0.28195E+04    0.39588E+02    0.11107E+00    0.27910E+02
   627    0.28076E+04    0.39985E+02    0.11114E+00    0.26483E+02
   628    0.27959E+04    0.40378E+02    0.11121E+00    0.25016E+02
   629    0.27843E+04    0.40768E+02    0.11127E+00    0.23510E+02
   630    0.27729E+04    0.41155E+02    0.11134E+00    0.21965E+02
   631    0.27616E+04    0.41538E+02    0.11141E+00    0.20382E+02
   632    0.27505E+04    0.41918E+02    0.11147E+00    0.18763E+02
   633    0.27397E+04    0.42294E+02    0.11154E+00    0.17107E+02
   634    0.27289E+04    0.42665E+02    0.11160E+00    0.15416E+02
   635    0.27184E+04    0.43033E+02    0.11166E+00    0.13691E+02
   636    0.27081E+04    0.43396E+02    0.11173E+00    0.11932E+02
   637    0.26979E+04    0.43755E+02    0.11179E+00    0.10141E+02
   638    0.26880E+04    0.44110E+02    0.11185E+00    0.83175E+01
   639    0.26783E+04    0.44459E+02    0.11191E+00    0.64632E+01
   640    0.26687E+04    0.44804E+02    0.11197E+00    0.45788E+01
   641    0.26594E+04    0.45144E+02    0.11203E+00    0.26650E+01
   642    0.26503E+04    0.45479E+02    0.11208E+00    0.72276E+00
   643    0.26414E+04    0.45809E+02    0.11214E+00   -0.12472E+01
   644    0.26327E+04    0.46133E+02    0.11220E+00   -0.32439E+01
   645    0.26243E+04    0.46452E+02    0.11226E+00   -0.52666E+01
   646    0.26160E+04    0.46765E+02    0.11232E+00   -0.73145E+01
   647    0.26080E+04    0.47072E+02    0.11237E+00   -0.93867E+01
   648    0.26003E+04    0.47374E+02    0.11243E+00   -0.11482E+02
   649    0.25928E+04    0.47669E+02    0.11249E+00   -0.13601E+02
   650    0.25855E+04    0.47958E+02    0.11254E+00   -0.15741E+02
   651    0.25785E+04    0.48241E+02    0.11260E+00   -0.17902E+02
   652    0.25717E+04    0.48517E+02    0.11266E+00   -0.20084E+02
   653    0.25652E+04    0.48786E+02    0.11271E+00   -0.22284E+02
   654    0.25589E+04    0.49049E+02    0.11277E+00   -0.24504E+02
   655    0.25530E+04    0.49305E+02    0.11282E+00   -0.26741E+02
   656    0.25472E+04    0.49554E+02    0.11288E+00   -0.28995E+02
   657    0.25418E+04    0.49795E+02    0.11294E+00   -0.31265E+02
   658    0.25366E+04    0.50030E+02    0.11300E+00   -0.33550E+02
   659    0.25317E+04    0.50256E+02    0.11305E+00   -0.35850E+02
   660    0.25271E+04    0.50475E+02    0.11311E+00   -0.38164E+02
   661    0.25228E+04    0.50687E+02    0.11317E+00   -0.40490E+02
   662    0.25188E+04    0.50890E+02    0.11323E+00   -0.42828E+02
   663    0.25150E+04    0.51086E+02    0.11329E+00   -0.45177E+02
   664    0.25116E+04    0.51273E+02    0.11335E+00   -0.47537E+02
   665    0.25084E+04    0.51452E+02    0.11341E+00   -0.49906E+02
   666    0.25056E+04    0.51623E+02    0.11347E+00   -0.52282E+02
   667    0.25030E+04    0.51787E+02    0.11353E+00   -0.54666E+02
   668    0.25007E+04    0.51942E+02    0.11359E+00   -0.57056E+02
   669    0.24987E+04    0.52089E+02    0.11365E+00   -0.59450E+02
   670    0.24970E+04    0.52228E+02    0.11371E+00   -0.61848E+02
   671    0.24956E+04    0.52358E+02    0.11378E+00   -0.64250E+02
   672    0.24944E+04    0.52481E+02    0.11384E+00   -0.66653E+02
   673    0.24935E+04    0.52596E+02    0.11391E+00   -0.69056E+02
